gender,parental level of education,lunch,test preparation course,math score,reading score,writing score,family income,study hours 
female,master's degree,standard,completed,77,81,91,Low,15.0
male,high school,free/reduced,none,63,56,56,Medium,15.0
male,associate's degree,free/reduced,none,55,60,53,High,4.0
male,bachelor's degree,standard,none,76,67,68,Low,4.0
male,some college,free/reduced,none,69,66,59,High,14.0
male,associate's degree,standard,completed,81,81,79,Low,14.0
male,some high school,standard,completed,87,84,76,Low,14.0
male,bachelor's degree,standard,none,65,64,61,High,5.0
male,associate's degree,free/reduced,completed,78,81,81,Low,10.0
female,high school,free/reduced,none,59,72,67,Medium,12.0
male,bachelor's degree,standard,none,86,83,86,Low,19.0
male,master's degree,standard,none,89,84,81,Low,15.0
male,high school,standard,none,69,74,70,Low,13.0
male,high school,free/reduced,none,59,53,51,High,17.0
male,associate's degree,standard,none,84,75,71,Medium,14.0
female,associate's degree,standard,none,38,63,56,Low,9.0
female,associate's degree,standard,completed,65,70,73,Medium,11.0
female,some college,standard,none,61,68,68,Medium,5.0
female,bachelor's degree,free/reduced,none,61,78,79,High,16.0
female,some high school,standard,none,51,62,61,High,17.0
female,bachelor's degree,standard,completed,71,70,70,Low,13.0
female,master's degree,standard,completed,93,98,99,High,13.0
female,some college,standard,none,62,63,66,Low,15.0
female,high school,free/reduced,completed,53,50,60,Medium,18.0
female,some college,free/reduced,completed,66,85,82,Low,17.0
male,associate's degree,standard,none,89,77,80,Low,10.0
female,some high school,standard,none,56,66,71,Low,0.0
male,some high school,standard,completed,78,85,85,Low,13.0
male,high school,free/reduced,none,65,73,69,Medium,19.0
female,bachelor's degree,standard,none,83,93,94,Medium,12.0
female,master's degree,standard,none,73,78,73,High,0.0
female,some high school,free/reduced,completed,64,79,76,High,15.0
male,associate's degree,standard,completed,66,72,66,Low,0.0
male,high school,standard,completed,81,80,76,Medium,13.0
male,bachelor's degree,standard,completed,63,63,66,Low,5.0
male,some college,standard,none,68,66,69,High,15.0
male,associate's degree,standard,none,81,73,71,Low,0.0
male,master's degree,standard,none,66,56,59,Low,10.0
female,some college,standard,none,58,69,67,High,13.0
female,some college,free/reduced,none,58,67,62,Low,8.0
male,some college,standard,completed,88,84,75,Low,5.0
female,master's degree,standard,completed,94,99,99,High,13.0
female,high school,free/reduced,completed,56,74,72,High,13.0
female,some high school,free/reduced,completed,63,78,77,High,16.0
female,some high school,free/reduced,completed,73,89,88,Low,5.0
male,high school,standard,none,88,77,74,Medium,17.0
male,associate's degree,free/reduced,completed,100,99,93,Low,8.0
male,some high school,free/reduced,none,79,81,72,Medium,0.0
male,bachelor's degree,free/reduced,completed,86,89,88,Low,0.0
female,some high school,standard,completed,97,99,100,High,0.0
female,some high school,standard,completed,66,73,76,Low,19.0
female,some high school,standard,none,76,72,70,Medium,0.0
female,some high school,standard,none,51,62,61,High,17.0
male,high school,free/reduced,none,66,73,68,Medium,20.0
male,associate's degree,standard,none,60,42,41,Medium,19.0
female,high school,standard,none,50,65,62,Low,5.0
male,high school,standard,none,61,66,57,Low,0.0
male,some college,free/reduced,none,60,47,56,Medium,12.0
female,some college,free/reduced,none,60,66,70,Low,18.0
male,some high school,standard,none,50,30,36,High,17.0
male,high school,standard,completed,71,66,63,Medium,6.0
female,some high school,free/reduced,none,71,80,78,Medium,10.0
male,high school,free/reduced,completed,71,66,65,Low,16.0
female,some college,standard,none,79,86,92,High,17.0
female,high school,standard,completed,59,64,74,Low,5.0
male,bachelor's degree,free/reduced,none,63,66,67,Medium,4.0
female,associate's degree,free/reduced,none,42,59,57,High,18.0
female,associate's degree,free/reduced,none,46,56,56,High,13.0
female,bachelor's degree,standard,none,74,83,79,Low,9.0
male,some college,free/reduced,none,61,46,56,Medium,12.0
female,master's degree,standard,none,53,60,62,Low,14.0
male,some college,standard,none,86,75,74,Low,0.0
male,associate's degree,standard,none,45,42,42,Low,8.0
male,high school,standard,none,87,78,75,Medium,16.0
female,bachelor's degree,standard,completed,98,100,99,High,13.0
male,bachelor's degree,standard,completed,67,73,74,High,5.0
female,high school,standard,none,54,73,73,Low,16.0
male,bachelor's degree,free/reduced,none,52,58,54,Medium,4.0
female,bachelor's degree,free/reduced,completed,93,99,100,Low,13.0
male,high school,free/reduced,none,35,28,26,High,14.0
male,master's degree,free/reduced,none,60,66,65,Medium,16.0
female,some college,free/reduced,completed,63,80,80,High,6.0
male,some high school,standard,completed,73,63,60,Low,9.0
male,some college,free/reduced,none,73,76,72,Medium,0.0
female,associate's degree,standard,none,58,63,64,High,15.0
male,high school,standard,none,81,81,79,Medium,14.0
female,bachelor's degree,standard,none,89,100,99,Low,9.0
female,high school,standard,none,41,52,51,High,18.0
female,some high school,free/reduced,none,43,52,52,Low,9.0
male,bachelor's degree,free/reduced,none,61,66,60,Medium,16.0
male,associate's degree,free/reduced,none,56,56,56,Medium,12.0
female,some high school,standard,none,72,84,85,Low,11.0
female,some college,standard,completed,71,79,81,Medium,17.0
male,high school,free/reduced,none,62,47,46,Low,14.0
female,bachelor's degree,standard,completed,99,100,99,High,14.0
male,some college,standard,completed,76,83,78,Medium,8.0
male,high school,standard,none,49,48,42,Medium,17.0
female,some college,free/reduced,completed,41,55,53,Low,15.0
female,some college,standard,none,83,87,91,Medium,10.0
male,some high school,standard,none,85,72,70,Medium,19.0
female,high school,standard,none,44,63,58,Medium,6.0
male,some college,standard,completed,77,72,70,Medium,18.0
male,associate's degree,free/reduced,completed,46,42,44,Medium,20.0
male,some college,free/reduced,none,62,56,62,Low,5.0
male,associate's degree,standard,completed,56,53,56,Medium,14.0
male,some college,standard,completed,75,83,78,Medium,8.0
female,some high school,free/reduced,completed,73,90,87,Low,5.0
female,associate's degree,standard,none,54,60,57,Low,11.0
female,associate's degree,standard,completed,56,76,80,Medium,12.0
male,bachelor's degree,free/reduced,none,47,51,45,Medium,9.0
female,bachelor's degree,free/reduced,none,43,61,60,Medium,0.0
female,high school,standard,completed,56,68,74,Medium,14.0
female,some college,free/reduced,none,75,82,87,Medium,20.0
male,some college,standard,completed,83,83,77,Medium,19.0
male,associate's degree,standard,none,53,44,39,Medium,15.0
female,some high school,free/reduced,completed,51,66,72,Low,11.0
female,associate's degree,standard,none,59,65,66,Low,0.0
male,bachelor's degree,standard,completed,66,61,67,Low,15.0
male,bachelor's degree,standard,completed,70,64,70,Medium,11.0
male,associate's degree,standard,completed,86,83,85,Medium,19.0
female,some high school,free/reduced,completed,59,62,64,Low,18.0
male,some college,free/reduced,none,62,60,60,Medium,0.0
female,some college,free/reduced,none,48,57,59,Low,19.0
male,high school,standard,completed,68,57,53,Low,0.0
female,associate's degree,standard,completed,59,69,65,Low,5.0
male,bachelor's degree,standard,none,62,70,68,High,5.0
male,associate's degree,standard,completed,82,83,77,Medium,13.0
male,high school,free/reduced,completed,86,81,75,Low,13.0
female,some high school,standard,completed,64,81,78,High,16.0
male,some college,standard,completed,99,87,80,Low,12.0
male,high school,standard,none,70,56,51,High,0.0
male,associate's degree,free/reduced,none,63,55,52,High,14.0
female,high school,free/reduced,completed,46,54,58,Low,8.0
female,some college,standard,completed,67,80,79,Medium,12.0
female,some college,standard,completed,79,83,91,Low,0.0
female,some high school,free/reduced,none,50,64,58,Low,0.0
female,associate's degree,standard,completed,68,85,84,High,5.0
female,some college,free/reduced,completed,48,55,57,Medium,9.0
female,bachelor's degree,standard,completed,91,100,99,High,16.0
female,some college,standard,none,68,83,81,Medium,12.0
female,some high school,free/reduced,none,72,79,76,Low,13.0
female,associate's degree,standard,completed,64,84,84,Medium,19.0
female,master's degree,free/reduced,completed,61,70,77,High,14.0
female,some high school,standard,none,80,89,82,Low,17.0
male,some college,free/reduced,none,68,67,61,Low,10.0
female,some college,standard,none,61,70,71,Low,6.0
male,some college,standard,none,69,54,54,High,11.0
female,some college,standard,completed,69,88,87,Medium,7.0
male,high school,standard,none,59,58,46,Low,0.0
female,associate's degree,standard,none,100,99,100,Medium,7.0
female,some high school,free/reduced,completed,49,59,59,Low,14.0
male,high school,standard,none,72,63,56,Low,20.0
female,associate's degree,standard,none,64,69,69,Low,19.0
female,some college,free/reduced,completed,48,55,57,Medium,9.0
female,some college,standard,completed,85,84,90,Medium,15.0
female,associate's degree,standard,none,73,80,83,Medium,11.0
male,associate's degree,free/reduced,completed,77,81,82,Medium,17.0
female,bachelor's degree,free/reduced,completed,50,71,78,Low,13.0
male,associate's degree,standard,none,62,64,57,High,6.0
male,some high school,free/reduced,completed,51,56,53,Low,14.0
male,some high school,standard,completed,80,75,75,Medium,17.0
male,some high school,standard,completed,62,65,68,Medium,18.0
female,master's degree,standard,completed,76,82,90,Low,15.0
male,some college,free/reduced,none,40,38,34,Low,13.0
male,associate's degree,standard,completed,81,83,77,Medium,12.0
male,some high school,free/reduced,completed,79,79,79,Medium,15.0
female,high school,standard,none,80,84,82,High,19.0
female,some college,free/reduced,none,76,85,85,Medium,17.0
female,some college,standard,none,61,67,67,Medium,18.0
male,associate's degree,free/reduced,completed,61,70,73,High,7.0
male,master's degree,free/reduced,completed,45,42,45,Low,19.0
female,some high school,standard,completed,79,85,84,Medium,7.0
female,high school,free/reduced,none,33,41,38,Medium,16.0
male,associate's degree,standard,none,79,74,69,Low,11.0
female,associate's degree,free/reduced,none,49,56,53,Medium,13.0
female,bachelor's degree,free/reduced,none,49,59,58,Low,19.0
male,associate's degree,standard,none,71,65,59,High,19.0
female,bachelor's degree,standard,none,64,72,70,Medium,4.0
female,some college,standard,none,55,57,64,High,12.0
female,associate's degree,standard,none,99,100,100,Medium,8.0
female,associate's degree,standard,none,82,80,76,Medium,16.0
male,bachelor's degree,standard,none,59,53,51,High,16.0
male,associate's degree,free/reduced,none,61,57,56,Low,12.0
female,high school,standard,none,75,87,84,High,20.0
male,high school,standard,completed,73,70,67,Low,8.0
female,some college,free/reduced,none,34,44,43,Low,5.0
female,master's degree,standard,none,73,78,74,High,0.0
female,some high school,standard,none,58,57,58,Medium,10.0
female,some college,standard,none,69,73,74,High,8.0
female,some college,standard,none,69,84,81,Medium,12.0
female,some college,standard,none,62,66,66,Medium,17.0
female,associate's degree,standard,none,82,95,89,Low,13.0
male,high school,free/reduced,completed,57,55,53,Medium,7.0
male,some college,standard,completed,84,82,78,Medium,20.0
female,associate's degree,standard,completed,52,59,62,Low,17.0
female,bachelor's degree,free/reduced,completed,47,61,65,Medium,8.0
female,bachelor's degree,standard,none,88,99,99,Low,10.0
female,high school,standard,none,98,93,90,Medium,7.0
female,some high school,standard,completed,65,81,78,High,16.0
female,some college,standard,none,60,71,73,Medium,5.0
male,some college,standard,completed,63,55,63,Low,13.0
male,associate's degree,standard,none,70,65,59,High,19.0
female,bachelor's degree,standard,completed,65,80,80,Medium,12.0
male,master's degree,standard,none,95,80,83,Medium,8.0
male,some high school,free/reduced,none,61,48,52,Low,9.0
female,master's degree,free/reduced,none,45,55,53,High,6.0
female,high school,standard,none,81,91,88,Medium,9.0
female,associate's degree,free/reduced,none,53,58,61,Medium,19.0
male,associate's degree,standard,none,79,76,64,Low,8.0
male,some college,standard,none,84,86,81,Low,13.0
female,some college,standard,none,100,91,96,High,16.0
male,high school,standard,none,69,70,65,Low,8.0
male,associate's degree,standard,completed,97,82,88,High,19.0
female,some high school,standard,none,51,63,61,High,16.0
male,bachelor's degree,standard,completed,66,60,67,Low,16.0
male,master's degree,standard,none,81,81,73,High,7.0
female,some college,standard,none,52,62,55,Low,15.0
male,some high school,standard,none,80,78,78,Low,8.0
male,some high school,free/reduced,completed,61,62,61,Low,6.0
female,high school,free/reduced,none,42,62,60,Low,0.0
female,bachelor's degree,free/reduced,completed,50,72,78,Low,12.0
female,some high school,standard,none,66,88,81,Low,13.0
male,associate's degree,free/reduced,none,58,54,53,Low,10.0
female,bachelor's degree,standard,none,83,92,94,Medium,11.0
female,associate's degree,free/reduced,completed,74,88,90,Medium,10.0
female,high school,free/reduced,completed,65,74,78,Medium,11.0
female,bachelor's degree,standard,none,78,88,88,Low,14.0
male,some college,standard,none,58,48,42,Medium,18.0
male,some college,free/reduced,none,48,56,46,Medium,10.0
female,associate's degree,free/reduced,none,53,69,69,Low,11.0
female,some college,standard,none,70,70,76,Medium,0.0
female,bachelor's degree,standard,none,64,72,73,Medium,13.0
male,high school,standard,completed,72,69,68,Medium,18.0
male,associate's degree,standard,none,97,92,91,Medium,6.0
male,master's degree,standard,none,78,71,68,Medium,15.0
male,high school,free/reduced,completed,72,67,65,Low,15.0
female,associate's degree,standard,completed,90,90,90,Low,9.0
female,associate's degree,free/reduced,none,53,64,65,Low,12.0
male,some high school,free/reduced,completed,55,61,60,Medium,5.0
female,some college,standard,none,58,69,67,High,13.0
female,associate's degree,standard,none,59,69,64,Medium,11.0
female,associate's degree,standard,completed,58,69,66,Low,5.0
female,some college,free/reduced,completed,52,58,64,Medium,13.0
